Roll_No,Total_Enrolled,Total_Released,Total_Present,Total_Absent,Rows,Bad_Rows,Effective_Enrolled,Attendance_Percent,Below_Threshold,Email,Notification_Message
397,483,0,459,24,1,0,483,95.0310559,FALSE,397@college.edu,"Dear 397, your attendance is 95.0% (459/483). Good Attendance, keep it up!"
398,483,0,450,33,1,0,483,93.16770186,FALSE,398@college.edu,"Dear 398, your attendance is 93.2% (450/483). Good Attendance, keep it up!"
399,484,0,455,29,1,0,484,94.00826446,FALSE,399@college.edu,"Dear 399, your attendance is 94.0% (455/484). Good Attendance, keep it up!"
400,482,0,446,36,1,0,482,92.53112033,FALSE,400@college.edu,"Dear 400, your attendance is 92.5% (446/482). Good Attendance, keep it up!"
401,482,0,458,24,1,0,482,95.02074689,FALSE,401@college.edu,"Dear 401, your attendance is 95.0% (458/482). Good Attendance, keep it up!"
402,482,0,383,99,1,0,482,79.46058091,FALSE,402@college.edu,"Dear 402, your attendance is 79.5% (383/482). Good Attendance, keep it up!"
403,482,0,407,75,1,0,482,84.43983402,FALSE,403@college.edu,"Dear 403, your attendance is 84.4% (407/482). Good Attendance, keep it up!"
404,482,0,451,31,1,0,482,93.56846473,FALSE,404@college.edu,"Dear 404, your attendance is 93.6% (451/482). Good Attendance, keep it up!"
405,482,0,452,30,1,0,482,93.77593361,FALSE,405@college.edu,"Dear 405, your attendance is 93.8% (452/482). Good Attendance, keep it up!"
406,482,0,436,46,1,0,482,90.45643154,FALSE,406@college.edu,"Dear 406, your attendance is 90.5% (436/482). Good Attendance, keep it up!"
407,484,0,455,29,1,0,484,94.00826446,FALSE,407@college.edu,"Dear 407, your attendance is 94.0% (455/484). Good Attendance, keep it up!"
408,484,0,456,28,1,0,484,94.21487603,FALSE,408@college.edu,"Dear 408, your attendance is 94.2% (456/484). Good Attendance, keep it up!"
409,484,0,453,31,1,0,484,93.59504132,FALSE,409@college.edu,"Dear 409, your attendance is 93.6% (453/484). Good Attendance, keep it up!"
410,484,0,451,33,1,0,484,93.18181818,FALSE,410@college.edu,"Dear 410, your attendance is 93.2% (451/484). Good Attendance, keep it up!"
411,483,0,452,31,1,0,483,93.58178054,FALSE,411@college.edu,"Dear 411, your attendance is 93.6% (452/483). Good Attendance, keep it up!"
412,483,0,451,32,1,0,483,93.3747412,FALSE,412@college.edu,"Dear 412, your attendance is 93.4% (451/483). Good Attendance, keep it up!"
413,483,0,452,31,1,0,483,93.58178054,FALSE,413@college.edu,"Dear 413, your attendance is 93.6% (452/483). Good Attendance, keep it up!"
414,483,0,455,28,1,0,483,94.20289855,FALSE,414@college.edu,"Dear 414, your attendance is 94.2% (455/483). Good Attendance, keep it up!"
415,483,0,461,22,1,0,483,95.44513458,FALSE,415@college.edu,"Dear 415, your attendance is 95.4% (461/483). Good Attendance, keep it up!"
416,483,0,434,49,1,0,483,89.85507246,FALSE,416@college.edu,"Dear 416, your attendance is 89.9% (434/483). Good Attendance, keep it up!"
417,483,0,449,34,1,0,483,92.96066253,FALSE,417@college.edu,"Dear 417, your attendance is 93.0% (449/483). Good Attendance, keep it up!"
418,483,0,457,26,1,0,483,94.61697723,FALSE,418@college.edu,"Dear 418, your attendance is 94.6% (457/483). Good Attendance, keep it up!"
419,483,0,455,28,1,0,483,94.20289855,FALSE,419@college.edu,"Dear 419, your attendance is 94.2% (455/483). Good Attendance, keep it up!"
420,483,0,439,44,1,0,483,90.89026915,FALSE,420@college.edu,"Dear 420, your attendance is 90.9% (439/483). Good Attendance, keep it up!"
421,483,0,433,50,1,0,483,89.64803313,FALSE,421@college.edu,"Dear 421, your attendance is 89.6% (433/483). Good Attendance, keep it up!"
422,483,0,452,31,1,0,483,93.58178054,FALSE,422@college.edu,"Dear 422, your attendance is 93.6% (452/483). Good Attendance, keep it up!"
423,483,0,449,34,1,0,483,92.96066253,FALSE,423@college.edu,"Dear 423, your attendance is 93.0% (449/483). Good Attendance, keep it up!"
424,485,0,447,38,1,0,485,92.16494845,FALSE,424@college.edu,"Dear 424, your attendance is 92.2% (447/485). Good Attendance, keep it up!"
425,485,0,447,38,1,0,485,92.16494845,FALSE,425@college.edu,"Dear 425, your attendance is 92.2% (447/485). Good Attendance, keep it up!"
426,485,0,423,62,1,0,485,87.21649485,FALSE,426@college.edu,"Dear 426, your attendance is 87.2% (423/485). Good Attendance, keep it up!"
427,486,0,421,65,1,0,486,86.6255144,FALSE,427@college.edu,"Dear 427, your attendance is 86.6% (421/486). Good Attendance, keep it up!"
428,486,0,443,43,1,0,486,91.15226337,FALSE,428@college.edu,"Dear 428, your attendance is 91.2% (443/486). Good Attendance, keep it up!"
429,485,0,434,51,1,0,485,89.48453608,FALSE,429@college.edu,"Dear 429, your attendance is 89.5% (434/485). Good Attendance, keep it up!"
430,483,0,452,31,1,0,483,93.58178054,FALSE,430@college.edu,"Dear 430, your attendance is 93.6% (452/483). Good Attendance, keep it up!"
431,482,0,446,36,1,0,482,92.53112033,FALSE,431@college.edu,"Dear 431, your attendance is 92.5% (446/482). Good Attendance, keep it up!"
432,482,0,457,25,1,0,482,94.81327801,FALSE,432@college.edu,"Dear 432, your attendance is 94.8% (457/482). Good Attendance, keep it up!"
433,483,0,432,51,1,0,483,89.44099379,FALSE,433@college.edu,"Dear 433, your attendance is 89.4% (432/483). Good Attendance, keep it up!"
434,484,0,431,53,1,0,484,89.04958678,FALSE,434@college.edu,"Dear 434, your attendance is 89.0% (431/484). Good Attendance, keep it up!"
435,485,0,445,40,1,0,485,91.75257732,FALSE,435@college.edu,"Dear 435, your attendance is 91.8% (445/485). Good Attendance, keep it up!"
436,485,0,453,32,1,0,485,93.40206186,FALSE,436@college.edu,"Dear 436, your attendance is 93.4% (453/485). Good Attendance, keep it up!"
437,485,0,457,28,1,0,485,94.22680412,FALSE,437@college.edu,"Dear 437, your attendance is 94.2% (457/485). Good Attendance, keep it up!"
438,485,0,449,36,1,0,485,92.57731959,FALSE,438@college.edu,"Dear 438, your attendance is 92.6% (449/485). Good Attendance, keep it up!"
439,485,0,420,65,1,0,485,86.59793814,FALSE,439@college.edu,"Dear 439, your attendance is 86.6% (420/485). Good Attendance, keep it up!"
440,485,0,425,60,1,0,485,87.62886598,FALSE,440@college.edu,"Dear 440, your attendance is 87.6% (425/485). Good Attendance, keep it up!"
441,485,0,458,27,1,0,485,94.43298969,FALSE,441@college.edu,"Dear 441, your attendance is 94.4% (458/485). Good Attendance, keep it up!"
442,485,0,437,48,1,0,485,90.10309278,FALSE,442@college.edu,"Dear 442, your attendance is 90.1% (437/485). Good Attendance, keep it up!"
443,485,0,439,46,1,0,485,90.51546392,FALSE,443@college.edu,"Dear 443, your attendance is 90.5% (439/485). Good Attendance, keep it up!"
444,485,0,453,32,1,0,485,93.40206186,FALSE,444@college.edu,"Dear 444, your attendance is 93.4% (453/485). Good Attendance, keep it up!"
445,485,0,453,32,1,0,485,93.40206186,FALSE,445@college.edu,"Dear 445, your attendance is 93.4% (453/485). Good Attendance, keep it up!"
446,484,0,446,38,1,0,484,92.14876033,FALSE,446@college.edu,"Dear 446, your attendance is 92.1% (446/484). Good Attendance, keep it up!"
447,482,0,312,170,1,0,482,64.73029046,TRUE,447@college.edu,"Dear 447, your attendance is 64.7% (312/482). Please improve to reach at least 75%."
448,482,0,428,54,1,0,482,88.7966805,FALSE,448@college.edu,"Dear 448, your attendance is 88.8% (428/482). Good Attendance, keep it up!"
449,480,0,433,47,1,0,480,90.20833333,FALSE,449@college.edu,"Dear 449, your attendance is 90.2% (433/480). Good Attendance, keep it up!"
450,480,0,452,28,1,0,480,94.16666667,FALSE,450@college.edu,"Dear 450, your attendance is 94.2% (452/480). Good Attendance, keep it up!"
451,480,0,448,32,1,0,480,93.33333333,FALSE,451@college.edu,"Dear 451, your attendance is 93.3% (448/480). Good Attendance, keep it up!"
452,482,0,443,39,1,0,482,91.90871369,FALSE,452@college.edu,"Dear 452, your attendance is 91.9% (443/482). Good Attendance, keep it up!"
453,482,0,439,43,1,0,482,91.07883817,FALSE,453@college.edu,"Dear 453, your attendance is 91.1% (439/482). Good Attendance, keep it up!"
454,481,0,410,71,1,0,481,85.23908524,FALSE,454@college.edu,"Dear 454, your attendance is 85.2% (410/481). Good Attendance, keep it up!"
455,481,0,442,39,1,0,481,91.89189189,FALSE,455@college.edu,"Dear 455, your attendance is 91.9% (442/481). Good Attendance, keep it up!"
456,481,0,458,23,1,0,481,95.21829522,FALSE,456@college.edu,"Dear 456, your attendance is 95.2% (458/481). Good Attendance, keep it up!"
457,481,0,436,45,1,0,481,90.64449064,FALSE,457@college.edu,"Dear 457, your attendance is 90.6% (436/481). Good Attendance, keep it up!"
458,481,0,445,36,1,0,481,92.51559252,FALSE,458@college.edu,"Dear 458, your attendance is 92.5% (445/481). Good Attendance, keep it up!"
459,481,0,442,39,1,0,481,91.89189189,FALSE,459@college.edu,"Dear 459, your attendance is 91.9% (442/481). Good Attendance, keep it up!"
460,480,0,451,29,1,0,480,93.95833333,FALSE,460@college.edu,"Dear 460, your attendance is 94.0% (451/480). Good Attendance, keep it up!"
461,479,0,451,28,1,0,479,94.15448852,FALSE,461@college.edu,"Dear 461, your attendance is 94.2% (451/479). Good Attendance, keep it up!"
462,479,0,426,53,1,0,479,88.93528184,FALSE,462@college.edu,"Dear 462, your attendance is 88.9% (426/479). Good Attendance, keep it up!"
463,479,0,438,41,1,0,479,91.44050104,FALSE,463@college.edu,"Dear 463, your attendance is 91.4% (438/479). Good Attendance, keep it up!"
464,479,0,445,34,1,0,479,92.90187891,FALSE,464@college.edu,"Dear 464, your attendance is 92.9% (445/479). Good Attendance, keep it up!"
465,479,0,446,33,1,0,479,93.11064718,FALSE,465@college.edu,"Dear 465, your attendance is 93.1% (446/479). Good Attendance, keep it up!"
466,479,0,443,36,1,0,479,92.48434238,FALSE,466@college.edu,"Dear 466, your attendance is 92.5% (443/479). Good Attendance, keep it up!"
467,479,0,448,31,1,0,479,93.52818372,FALSE,467@college.edu,"Dear 467, your attendance is 93.5% (448/479). Good Attendance, keep it up!"
468,479,0,452,27,1,0,479,94.36325678,FALSE,468@college.edu,"Dear 468, your attendance is 94.4% (452/479). Good Attendance, keep it up!"
469,479,0,435,44,1,0,479,90.81419624,FALSE,469@college.edu,"Dear 469, your attendance is 90.8% (435/479). Good Attendance, keep it up!"
470,478,0,387,91,1,0,478,80.9623431,FALSE,470@college.edu,"Dear 470, your attendance is 81.0% (387/478). Good Attendance, keep it up!"
471,478,0,456,22,1,0,478,95.39748954,FALSE,471@college.edu,"Dear 471, your attendance is 95.4% (456/478). Good Attendance, keep it up!"
472,478,0,449,29,1,0,478,93.93305439,FALSE,472@college.edu,"Dear 472, your attendance is 93.9% (449/478). Good Attendance, keep it up!"
473,477,0,445,32,1,0,477,93.29140461,FALSE,473@college.edu,"Dear 473, your attendance is 93.3% (445/477). Good Attendance, keep it up!"
474,478,0,449,29,1,0,478,93.93305439,FALSE,474@college.edu,"Dear 474, your attendance is 93.9% (449/478). Good Attendance, keep it up!"
475,477,0,442,35,1,0,477,92.66247379,FALSE,475@college.edu,"Dear 475, your attendance is 92.7% (442/477). Good Attendance, keep it up!"
476,476,0,425,51,1,0,476,89.28571429,FALSE,476@college.edu,"Dear 476, your attendance is 89.3% (425/476). Good Attendance, keep it up!"
477,475,0,452,23,1,0,475,95.15789474,FALSE,477@college.edu,"Dear 477, your attendance is 95.2% (452/475). Good Attendance, keep it up!"
478,475,0,450,25,1,0,475,94.73684211,FALSE,478@college.edu,"Dear 478, your attendance is 94.7% (450/475). Good Attendance, keep it up!"
479,475,0,440,35,1,0,475,92.63157895,FALSE,479@college.edu,"Dear 479, your attendance is 92.6% (440/475). Good Attendance, keep it up!"
480,475,0,452,23,1,0,475,95.15789474,FALSE,480@college.edu,"Dear 480, your attendance is 95.2% (452/475). Good Attendance, keep it up!"
481,475,0,452,23,1,0,475,95.15789474,FALSE,481@college.edu,"Dear 481, your attendance is 95.2% (452/475). Good Attendance, keep it up!"
482,475,0,450,25,1,0,475,94.73684211,FALSE,482@college.edu,"Dear 482, your attendance is 94.7% (450/475). Good Attendance, keep it up!"
483,474,0,456,18,1,0,474,96.20253165,FALSE,483@college.edu,"Dear 483, your attendance is 96.2% (456/474). Good Attendance, keep it up!"
484,475,0,455,20,1,0,475,95.78947368,FALSE,484@college.edu,"Dear 484, your attendance is 95.8% (455/475). Good Attendance, keep it up!"
485,475,0,442,33,1,0,475,93.05263158,FALSE,485@college.edu,"Dear 485, your attendance is 93.1% (442/475). Good Attendance, keep it up!"
486,475,0,446,29,1,0,475,93.89473684,FALSE,486@college.edu,"Dear 486, your attendance is 93.9% (446/475). Good Attendance, keep it up!"
487,476,0,446,30,1,0,476,93.69747899,FALSE,487@college.edu,"Dear 487, your attendance is 93.7% (446/476). Good Attendance, keep it up!"
488,476,0,450,26,1,0,476,94.53781513,FALSE,488@college.edu,"Dear 488, your attendance is 94.5% (450/476). Good Attendance, keep it up!"
489,476,0,452,24,1,0,476,94.95798319,FALSE,489@college.edu,"Dear 489, your attendance is 95.0% (452/476). Good Attendance, keep it up!"
490,477,0,447,30,1,0,477,93.71069182,FALSE,490@college.edu,"Dear 490, your attendance is 93.7% (447/477). Good Attendance, keep it up!"
491,477,0,439,38,1,0,477,92.03354298,FALSE,491@college.edu,"Dear 491, your attendance is 92.0% (439/477). Good Attendance, keep it up!"
492,477,0,431,46,1,0,477,90.35639413,FALSE,492@college.edu,"Dear 492, your attendance is 90.4% (431/477). Good Attendance, keep it up!"
493,477,0,440,37,1,0,477,92.24318658,FALSE,493@college.edu,"Dear 493, your attendance is 92.2% (440/477). Good Attendance, keep it up!"
494,478,0,442,36,1,0,478,92.46861925,FALSE,494@college.edu,"Dear 494, your attendance is 92.5% (442/478). Good Attendance, keep it up!"
495,478,0,432,46,1,0,478,90.37656904,FALSE,495@college.edu,"Dear 495, your attendance is 90.4% (432/478). Good Attendance, keep it up!"
496,480,0,441,39,1,0,480,91.875,FALSE,496@college.edu,"Dear 496, your attendance is 91.9% (441/480). Good Attendance, keep it up!"
497,480,0,452,28,1,0,480,94.16666667,FALSE,497@college.edu,"Dear 497, your attendance is 94.2% (452/480). Good Attendance, keep it up!"
498,480,0,458,22,1,0,480,95.41666667,FALSE,498@college.edu,"Dear 498, your attendance is 95.4% (458/480). Good Attendance, keep it up!"
499,480,0,459,21,1,0,480,95.625,FALSE,499@college.edu,"Dear 499, your attendance is 95.6% (459/480). Good Attendance, keep it up!"
500,480,0,437,43,1,0,480,91.04166667,FALSE,500@college.edu,"Dear 500, your attendance is 91.0% (437/480). Good Attendance, keep it up!"
501,481,0,459,22,1,0,481,95.42619543,FALSE,501@college.edu,"Dear 501, your attendance is 95.4% (459/481). Good Attendance, keep it up!"
502,480,0,459,21,1,0,480,95.625,FALSE,502@college.edu,"Dear 502, your attendance is 95.6% (459/480). Good Attendance, keep it up!"
503,480,0,451,29,1,0,480,93.95833333,FALSE,503@college.edu,"Dear 503, your attendance is 94.0% (451/480). Good Attendance, keep it up!"
504,480,0,458,22,1,0,480,95.41666667,FALSE,504@college.edu,"Dear 504, your attendance is 95.4% (458/480). Good Attendance, keep it up!"
505,480,0,443,37,1,0,480,92.29166667,FALSE,505@college.edu,"Dear 505, your attendance is 92.3% (443/480). Good Attendance, keep it up!"
506,480,0,435,45,1,0,480,90.625,FALSE,506@college.edu,"Dear 506, your attendance is 90.6% (435/480). Good Attendance, keep it up!"
507,480,0,437,43,1,0,480,91.04166667,FALSE,507@college.edu,"Dear 507, your attendance is 91.0% (437/480). Good Attendance, keep it up!"
508,480,0,453,27,1,0,480,94.375,FALSE,508@college.edu,"Dear 508, your attendance is 94.4% (453/480). Good Attendance, keep it up!"
509,480,0,446,34,1,0,480,92.91666667,FALSE,509@college.edu,"Dear 509, your attendance is 92.9% (446/480). Good Attendance, keep it up!"
510,480,0,430,50,1,0,480,89.58333333,FALSE,510@college.edu,"Dear 510, your attendance is 89.6% (430/480). Good Attendance, keep it up!"
511,481,0,455,26,1,0,481,94.59459459,FALSE,511@college.edu,"Dear 511, your attendance is 94.6% (455/481). Good Attendance, keep it up!"
512,481,0,445,36,1,0,481,92.51559252,FALSE,512@college.edu,"Dear 512, your attendance is 92.5% (445/481). Good Attendance, keep it up!"
513,481,0,459,22,1,0,481,95.42619543,FALSE,513@college.edu,"Dear 513, your attendance is 95.4% (459/481). Good Attendance, keep it up!"
514,481,0,430,51,1,0,481,89.3970894,FALSE,514@college.edu,"Dear 514, your attendance is 89.4% (430/481). Good Attendance, keep it up!"
515,481,0,442,39,1,0,481,91.89189189,FALSE,515@college.edu,"Dear 515, your attendance is 91.9% (442/481). Good Attendance, keep it up!"
516,481,0,425,56,1,0,481,88.35758836,FALSE,516@college.edu,"Dear 516, your attendance is 88.4% (425/481). Good Attendance, keep it up!"
517,481,0,449,32,1,0,481,93.34719335,FALSE,517@college.edu,"Dear 517, your attendance is 93.3% (449/481). Good Attendance, keep it up!"
518,481,0,441,40,1,0,481,91.68399168,FALSE,518@college.edu,"Dear 518, your attendance is 91.7% (441/481). Good Attendance, keep it up!"
519,480,0,435,45,1,0,480,90.625,FALSE,519@college.edu,"Dear 519, your attendance is 90.6% (435/480). Good Attendance, keep it up!"
520,480,0,445,35,1,0,480,92.70833333,FALSE,520@college.edu,"Dear 520, your attendance is 92.7% (445/480). Good Attendance, keep it up!"
521,480,0,440,40,1,0,480,91.66666667,FALSE,521@college.edu,"Dear 521, your attendance is 91.7% (440/480). Good Attendance, keep it up!"
522,480,0,424,56,1,0,480,88.33333333,FALSE,522@college.edu,"Dear 522, your attendance is 88.3% (424/480). Good Attendance, keep it up!"
523,482,0,427,55,1,0,482,88.58921162,FALSE,523@college.edu,"Dear 523, your attendance is 88.6% (427/482). Good Attendance, keep it up!"
524,482,0,459,23,1,0,482,95.22821577,FALSE,524@college.edu,"Dear 524, your attendance is 95.2% (459/482). Good Attendance, keep it up!"
525,482,0,430,52,1,0,482,89.21161826,FALSE,525@college.edu,"Dear 525, your attendance is 89.2% (430/482). Good Attendance, keep it up!"
526,482,0,430,52,1,0,482,89.21161826,FALSE,526@college.edu,"Dear 526, your attendance is 89.2% (430/482). Good Attendance, keep it up!"
527,481,0,444,37,1,0,481,92.30769231,FALSE,527@college.edu,"Dear 527, your attendance is 92.3% (444/481). Good Attendance, keep it up!"
528,481,0,431,50,1,0,481,89.6049896,FALSE,528@college.edu,"Dear 528, your attendance is 89.6% (431/481). Good Attendance, keep it up!"
529,481,0,433,48,1,0,481,90.02079002,FALSE,529@college.edu,"Dear 529, your attendance is 90.0% (433/481). Good Attendance, keep it up!"
530,481,0,422,59,1,0,481,87.73388773,FALSE,530@college.edu,"Dear 530, your attendance is 87.7% (422/481). Good Attendance, keep it up!"
531,481,0,391,90,1,0,481,81.28898129,FALSE,531@college.edu,"Dear 531, your attendance is 81.3% (391/481). Good Attendance, keep it up!"
532,481,0,386,95,1,0,481,80.24948025,FALSE,532@college.edu,"Dear 532, your attendance is 80.2% (386/481). Good Attendance, keep it up!"
533,481,0,362,119,1,0,481,75.25987526,FALSE,533@college.edu,"Dear 533, your attendance is 75.3% (362/481). Good Attendance, keep it up!"
534,481,0,368,113,1,0,481,76.50727651,FALSE,534@college.edu,"Dear 534, your attendance is 76.5% (368/481). Good Attendance, keep it up!"
535,308,0,249,59,1,0,308,80.84415584,FALSE,535@college.edu,"Dear 535, your attendance is 80.8% (249/308). Good Attendance, keep it up!"
536,312,0,276,36,1,0,312,88.46153846,FALSE,536@college.edu,"Dear 536, your attendance is 88.5% (276/312). Good Attendance, keep it up!"
537,312,0,277,35,1,0,312,88.78205128,FALSE,537@college.edu,"Dear 537, your attendance is 88.8% (277/312). Good Attendance, keep it up!"
538,314,0,294,20,1,0,314,93.63057325,FALSE,538@college.edu,"Dear 538, your attendance is 93.6% (294/314). Good Attendance, keep it up!"
539,312,0,277,35,1,0,312,88.78205128,FALSE,539@college.edu,"Dear 539, your attendance is 88.8% (277/312). Good Attendance, keep it up!"
540,312,0,286,26,1,0,312,91.66666667,FALSE,540@college.edu,"Dear 540, your attendance is 91.7% (286/312). Good Attendance, keep it up!"
541,307,0,282,25,1,0,307,91.85667752,FALSE,541@college.edu,"Dear 541, your attendance is 91.9% (282/307). Good Attendance, keep it up!"
542,308,0,277,31,1,0,308,89.93506494,FALSE,542@college.edu,"Dear 542, your attendance is 89.9% (277/308). Good Attendance, keep it up!"
543,308,0,281,27,1,0,308,91.23376623,FALSE,543@college.edu,"Dear 543, your attendance is 91.2% (281/308). Good Attendance, keep it up!"
544,306,0,277,29,1,0,306,90.52287582,FALSE,544@college.edu,"Dear 544, your attendance is 90.5% (277/306). Good Attendance, keep it up!"
545,305,0,279,26,1,0,305,91.47540984,FALSE,545@college.edu,"Dear 545, your attendance is 91.5% (279/305). Good Attendance, keep it up!"
546,303,0,271,32,1,0,303,89.43894389,FALSE,546@college.edu,"Dear 546, your attendance is 89.4% (271/303). Good Attendance, keep it up!"
547,303,0,274,29,1,0,303,90.4290429,FALSE,547@college.edu,"Dear 547, your attendance is 90.4% (274/303). Good Attendance, keep it up!"
548,303,0,288,15,1,0,303,95.04950495,FALSE,548@college.edu,"Dear 548, your attendance is 95.0% (288/303). Good Attendance, keep it up!"
549,303,0,259,44,1,0,303,85.47854785,FALSE,549@college.edu,"Dear 549, your attendance is 85.5% (259/303). Good Attendance, keep it up!"
550,303,0,275,28,1,0,303,90.75907591,FALSE,550@college.edu,"Dear 550, your attendance is 90.8% (275/303). Good Attendance, keep it up!"
551,306,0,281,25,1,0,306,91.83006536,FALSE,551@college.edu,"Dear 551, your attendance is 91.8% (281/306). Good Attendance, keep it up!"
552,305,0,293,12,1,0,305,96.06557377,FALSE,552@college.edu,"Dear 552, your attendance is 96.1% (293/305). Good Attendance, keep it up!"
553,305,15,278,12,1,0,290,95.86206897,FALSE,553@college.edu,"Dear 553, your attendance is 95.9% (278/290). Good Attendance, keep it up!"
554,304,0,278,26,1,0,304,91.44736842,FALSE,554@college.edu,"Dear 554, your attendance is 91.4% (278/304). Good Attendance, keep it up!"
555,304,0,275,29,1,0,304,90.46052632,FALSE,555@college.edu,"Dear 555, your attendance is 90.5% (275/304). Good Attendance, keep it up!"
556,304,0,282,22,1,0,304,92.76315789,FALSE,556@college.edu,"Dear 556, your attendance is 92.8% (282/304). Good Attendance, keep it up!"
557,304,0,284,20,1,0,304,93.42105263,FALSE,557@college.edu,"Dear 557, your attendance is 93.4% (284/304). Good Attendance, keep it up!"
558,304,0,285,19,1,0,304,93.75,FALSE,558@college.edu,"Dear 558, your attendance is 93.8% (285/304). Good Attendance, keep it up!"
559,304,0,276,28,1,0,304,90.78947368,FALSE,559@college.edu,"Dear 559, your attendance is 90.8% (276/304). Good Attendance, keep it up!"
560,303,0,287,16,1,0,303,94.71947195,FALSE,560@college.edu,"Dear 560, your attendance is 94.7% (287/303). Good Attendance, keep it up!"
561,303,0,282,21,1,0,303,93.06930693,FALSE,561@college.edu,"Dear 561, your attendance is 93.1% (282/303). Good Attendance, keep it up!"
562,303,0,280,23,1,0,303,92.40924092,FALSE,562@college.edu,"Dear 562, your attendance is 92.4% (280/303). Good Attendance, keep it up!"
563,303,0,282,21,1,0,303,93.06930693,FALSE,563@college.edu,"Dear 563, your attendance is 93.1% (282/303). Good Attendance, keep it up!"
564,303,0,272,31,1,0,303,89.7689769,FALSE,564@college.edu,"Dear 564, your attendance is 89.8% (272/303). Good Attendance, keep it up!"
565,303,0,282,21,1,0,303,93.06930693,FALSE,565@college.edu,"Dear 565, your attendance is 93.1% (282/303). Good Attendance, keep it up!"
566,303,0,280,23,1,0,303,92.40924092,FALSE,566@college.edu,"Dear 566, your attendance is 92.4% (280/303). Good Attendance, keep it up!"
567,303,0,285,18,1,0,303,94.05940594,FALSE,567@college.edu,"Dear 567, your attendance is 94.1% (285/303). Good Attendance, keep it up!"
568,303,0,273,30,1,0,303,90.0990099,FALSE,568@college.edu,"Dear 568, your attendance is 90.1% (273/303). Good Attendance, keep it up!"
569,304,0,273,31,1,0,304,89.80263158,FALSE,569@college.edu,"Dear 569, your attendance is 89.8% (273/304). Good Attendance, keep it up!"
570,305,0,280,25,1,0,305,91.80327869,FALSE,570@college.edu,"Dear 570, your attendance is 91.8% (280/305). Good Attendance, keep it up!"
571,305,0,260,45,1,0,305,85.24590164,FALSE,571@college.edu,"Dear 571, your attendance is 85.2% (260/305). Good Attendance, keep it up!"
572,305,0,285,20,1,0,305,93.44262295,FALSE,572@college.edu,"Dear 572, your attendance is 93.4% (285/305). Good Attendance, keep it up!"
573,305,0,274,31,1,0,305,89.83606557,FALSE,573@college.edu,"Dear 573, your attendance is 89.8% (274/305). Good Attendance, keep it up!"
574,305,0,273,32,1,0,305,89.50819672,FALSE,574@college.edu,"Dear 574, your attendance is 89.5% (273/305). Good Attendance, keep it up!"
575,305,0,285,20,1,0,305,93.44262295,FALSE,575@college.edu,"Dear 575, your attendance is 93.4% (285/305). Good Attendance, keep it up!"
576,305,0,286,19,1,0,305,93.7704918,FALSE,576@college.edu,"Dear 576, your attendance is 93.8% (286/305). Good Attendance, keep it up!"
577,305,0,269,36,1,0,305,88.19672131,FALSE,577@college.edu,"Dear 577, your attendance is 88.2% (269/305). Good Attendance, keep it up!"
578,305,0,275,30,1,0,305,90.16393443,FALSE,578@college.edu,"Dear 578, your attendance is 90.2% (275/305). Good Attendance, keep it up!"
579,305,0,284,21,1,0,305,93.1147541,FALSE,579@college.edu,"Dear 579, your attendance is 93.1% (284/305). Good Attendance, keep it up!"
580,305,0,223,82,1,0,305,73.1147541,TRUE,580@college.edu,"Dear 580, your attendance is 73.1% (223/305). Please improve to reach at least 75%."
581,305,0,248,57,1,0,305,81.31147541,FALSE,581@college.edu,"Dear 581, your attendance is 81.3% (248/305). Good Attendance, keep it up!"
582,307,0,287,20,1,0,307,93.48534202,FALSE,582@college.edu,"Dear 582, your attendance is 93.5% (287/307). Good Attendance, keep it up!"
583,307,0,290,17,1,0,307,94.46254072,FALSE,583@college.edu,"Dear 583, your attendance is 94.5% (290/307). Good Attendance, keep it up!"
584,307,0,252,55,1,0,307,82.08469055,FALSE,584@college.edu,"Dear 584, your attendance is 82.1% (252/307). Good Attendance, keep it up!"
585,307,0,282,25,1,0,307,91.85667752,FALSE,585@college.edu,"Dear 585, your attendance is 91.9% (282/307). Good Attendance, keep it up!"
586,308,0,289,19,1,0,308,93.83116883,FALSE,586@college.edu,"Dear 586, your attendance is 93.8% (289/308). Good Attendance, keep it up!"
587,308,0,287,21,1,0,308,93.18181818,FALSE,587@college.edu,"Dear 587, your attendance is 93.2% (287/308). Good Attendance, keep it up!"
588,308,0,290,18,1,0,308,94.15584416,FALSE,588@college.edu,"Dear 588, your attendance is 94.2% (290/308). Good Attendance, keep it up!"
589,308,1,283,24,1,0,307,92.18241042,FALSE,589@college.edu,"Dear 589, your attendance is 92.2% (283/307). Good Attendance, keep it up!"
590,306,1,275,30,1,0,305,90.16393443,FALSE,590@college.edu,"Dear 590, your attendance is 90.2% (275/305). Good Attendance, keep it up!"
591,306,0,275,31,1,0,306,89.86928105,FALSE,591@college.edu,"Dear 591, your attendance is 89.9% (275/306). Good Attendance, keep it up!"
592,306,0,280,26,1,0,306,91.50326797,FALSE,592@college.edu,"Dear 592, your attendance is 91.5% (280/306). Good Attendance, keep it up!"
593,307,0,280,27,1,0,307,91.20521173,FALSE,593@college.edu,"Dear 593, your attendance is 91.2% (280/307). Good Attendance, keep it up!"
594,306,0,278,28,1,0,306,90.8496732,FALSE,594@college.edu,"Dear 594, your attendance is 90.8% (278/306). Good Attendance, keep it up!"
595,306,0,281,25,1,0,306,91.83006536,FALSE,595@college.edu,"Dear 595, your attendance is 91.8% (281/306). Good Attendance, keep it up!"
